"source","target","sectionlength"
"DE0HHOD","DE95374","10.8"
"DE0HKAW","DE0HBSS","5.0"
"DE0HLGH","DE95370","0.7"
"DE0HLGM","DE0HLGH","1.3"
"DE0HLEG","DE0HVIN","2.1"
"DE0HVIN","DE0HLGM","2.2"
"DE00HSO","DE0ASON","4.4"
"DE0AHAN","DE0ABUS","3.4"
"DE0ABUS","DE0AHES","1.9"
"DE0HDMK","DE00HSO","11.2"
"DE0HFAL","DE0HDMK","6.5"
"DE0AHES","DE0ASUP","3.7"
"DE0AWOL","DE0ASDN","10.1"
"DE0ASON","DE0AWOL","3.1"
"DE0ASUP","DE0ABLZ","2.4"
"DE0AWIM","DE0AHAN","6.6"
"DE0ASDN","DE0AWIM","9.7"
"DE0HWSR","DE0HFAL","8.3"
"DE95370","DE0HLGF","3.3"
"DE95366","DE000HC","0.4"
"DE0HKSU","DE000HU","5.7"
"DE0HGAR","DE0HESD","11.0"
"DE95382","DE0HALI","0.9"
"DE00AHB","DE0AHBR","4.3"
"DE0ABAD","DE00ARH","6.2"
"DE95216","DE00ACV","1.2"
"DE0ADEV","DE0ALBG","5.7"
"DE95186","DE0AFIB","0.9"
"DE95181","DE95216","1.3"
"DE0HUNL","DE0HSUD","12.2"
"DE000HC","DE0HGAR","6.8"
"DE0ABVS","DE0ABIL","9.4"
"DE00ABX","DE95183","0.2"
"DE0HSUD","DE0HKSU","5.3"
"DE00ACD","DE00AOF","11.8"
"DE0ABIL","DE0ADEV","7.3"
"DE0HESD","DE0HUNL","11.4"
"DE00ADR","DE0AABG","2.8"
"DE95180","DE00AST","1.7"
"DE0HELH","DE95366","10.7"
"DE95183","DE00ANL","3.3"
"DE0AMDH","DE0AHAR","4.3"
"DE000HU","DE0ABVS","12.8"
"DE0AASA","DE0ASTE","3.4"
"DE00ANL","DE0AHOG","5.2"
"DE00AWI","DE0AASA","4.2"
"DE00AWG","DE00ACD","3.9"
"DE00AMA","DE0AMDH","3.4"
"DE0AHOG","DE00ADR","4.3"
"DE00ARH","DE00AWI","7.0"
"DE0HBGD","DE0HOTZ","4.4"
"DE00ANR","DE95186","1.2"
"DE00AST","DE0AHAM","7.5"
"DE0HOTZ","DE0HELH","4.1"
"DE00AOF","DE95181","11.7"
"DE0AHAR","DE00AHB","1.4"
"DE0AHBR","DE00ANR","4.3"
"DE0AHAM","DE0AHPF","3.9"
"DE0AHEM","DE00AWG","8.2"
"DE0AHEN","DE0AHEM","6.5"
"DE0HLER","DE95382","2.0"
"DE0AHPF","DE0AHEN","5.8"
"DE0AABG","DE95180","3.4"
"DE0HALI","DE0HBGD","5.3"
"DE0ALBG","DE0ABAD","5.8"
"DE0ASTE","DE00AMA","3.5"
"DE0AFIB","DE0ANWF","2.0"
"DE0ANWF","DE00ABX","6.8"
"DE95395","DE0HBSE","0.6"
"DE0HBGA","DE95395","6.6"
"DE0HBSN","DE0HGLI","1.4"
"DE0HBSE","DE0HBSN","1.8"
"DE000HC","DE0HCNG","0.4"
"DE0HLER","DE95411","0.8"
"DE95404","DE0HHAE","8.5"
"DE95411","DE95404","0.5"
"DE0HGGL","DE0HGAA","4.9"
"DE000HH","DE0HKWA","4.7"
"DE0HKWA","DE0HLER","11.6"
"DE0HGAA","DE00HBS","3.3"
"DE0HVOE","DE000HP","4.9"
"DE000HP","DE0HVEC","11.3"
"DE0HVEC","DE0HGGL","6.3"
"DE0HHAE","DE0HVOE","4.5"
"DE95428","DE00HEB","0.3"
"DE95423","DEHG  G","1.8"
"DE0HRTN","DE0HSRD","6.5"
"DE95414","DE00HWU","3.3"
"DE0HSRD","DE0HBNT","4.4"
"DE000HK","DE95428","7.7"
"DE0FSPE","DE00FIH","6.1"
"DE00HWU","DE0HHML","1.0"
