"source","target","trackspeed"
"BERPAL","BERMGMW","40.0"
"BEREUGL","BESEGAL","40.0"
"BESEGAL","BENGZ","40.0"
"BENGZ","BERPAL","40.0"
"BEYVSLB","BEREUGL","40.0"
"BEFGS","BEATH","40.0"
"BEYSTLB","BEGANT","40.0"
"BEYKEBK","BEMACHR","60.0"
"BEMACHR","BEYMCHZ","90.0"
"BEYMCHZ","BEYBRCG","90.0"
"BEFLVF","BEFLV","40.0"
"BEBZWDM","BERLZRG","40.0"
"BERLZRF","BEBZWDM","40.0"
"BEYKRHK","BEKROMM","40.0"
"BEKROMM","BEKRHKJ","40.0"
"BEFNDM9","BEFNDL9","40.0"
"BEFNDCH","BEFNDM9","40.0"
"BEFND10","BEFNDCH","40.0"
"BEFSRL","BEFSRR","40.0"
"BEFSRRN","BEFSRL","40.0"
"BEFNCHW","BEFND10","40.0"
"BERNUC1","BEFNH","40.0"
"BEFNDG9","BEFNCHW","40.0"
"BEFNDL9","BEFNT11","40.0"
"BEFND10","BEFNTA2","40.0"
"BERNUB3","BEYSCHN","40.0"
"BEFNDPT","BERNUC1","40.0"
"BEFNH","BEFNDG9","40.0"
"BEFNT11","BERNUB3","40.0"
"BERFNC1","BEFNDPT","40.0"
"BEFNTA2","BEFNDM9","40.0"
"BEWILMA","BEANGOL","40.0"
"BEYLEOP","BEANGOL","10.0"
"BEYLEOP","BEWILMA","10.0"
"BEFNZGQ","BEYHLND","40.0"
"BEYFNZG","BEFNZGQ","40.0"
"BEFSRKC","BEFSR14","40.0"
"BEFSRWE","BEFSRKC","40.0"
"BEFMDST","BEYSKLW","90.0"
"BEFSRP","BEFSRR","40.0"
"BEFSRWD","BEFSRR","40.0"
"BEYFSRC","BEFSRBV","40.0"
"BEFSRBV","BEFSRWE","40.0"
"BEFSRRG","BEFSRG","40.0"
"BEFSRBV","BEFSRRG","40.0"
"BEFSR","BEFSRCH","40.0"
"BEFSRCH","BEYFSRC","40.0"
"BEFH","BEFHRIN","160.0"
"BEFHRIN","BEYBGRD","300.0"
"BERTS","BEYFNT","300.0"
"BEYFNT","EU00083","300.0"
"BEYBGRD","BEYPATD","300.0"
"BEYPATD","BERTS","300.0"
"BERHD","BERPS","300.0"
"BEFLV","BERHD","300.0"
"BERPS","BEANS","300.0"
"BELTI","BEYHABR","260.0"
"BEFCH","BELTI","260.0"
"BEYLUBL","BENDK","300.0"
"BENDK","BE1217","300.0"
"BE1217","EU00089","300.0"
"BEYRENO","BERENO1","40.0"
"BERFNC1","BEYMUBR","40.0"
"BEYMUBR","BERBL9J","40.0"
"BERBL9J","BEFNDG9","40.0"
"BEFNDG9","BEYORDR","40.0"
"BERFNC1","BERNITW","40.0"
"BERNITW","BEFNDW","40.0"
"BEFNDBV","BERNUC1","40.0"
"BERNITW","BEFNDBV","40.0"
"BERNUB3","BERNITW","40.0"
"BEYGHKZ","BEYGHKN","40.0"
"BERNUB3","BERFNC1","20.0"
"BERNUC1","BERBL9J","40.0"
"BEYTDST","BEYBDWK","60.0"
"BEFBMA","BEFO926","40.0"
"BEFOND","BEFBMA","40.0"
"BEFOVTO","BEFOCW","40.0"
"BEFOCW","BEFO926","40.0"
"BEFOVM","BEFO926","40.0"
"BEFOVTO","BEFBMA","40.0"
"BEFRBB","BEYRUBR","40.0"
"BERRBB","BEFRBB","40.0"
